memo,sim1,sim2,sim3,sim4,simp,vendors,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC Ref8230009AB00 Crd6153 Dt11/27,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC 8230009AB00 6153 Dt11/27,DESIGNER NEWS VICTORIA DESIGNER NEWS,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC AB00,X,DESIGNER NEWS VICTORIA DESIGNER NEWS VICTORIA BC,designer news,X,0.0,DESIGNER NEWS VICTORIA ,0.7222222222222222,X,0.0,X,0.0,extracted,DESIGNER NEWS VICTORIA ,0.7222222222222222
DISCOVER YOUR DREAM BA,X,DISCOVER YOUR DREAM BA,X,X,DISCOVER YOUR DREAM BA,discover your dream,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCISCO CA Ref5526352A28A Crd9952 Dt11/17,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANTCA 5526352A28A 9952 Dt11/17,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCIS,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANT SAN FRANCISCO CA A28A,X,DOBBS FERRY RESTAURANT DOBBS FERRY RESTAURANTCA,dobbs ferry,X,0.0,DOBBS FERRY ,0.9565217391304348,X,0.0,X,0.0,X,DOBBS FERRY ,0.9565217391304348
DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI Ref5543793A8AR Crd3846 Dt11/24,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI 5543793A8AR 3846 Dt11/24,X,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI A8AR,X,DODEE PAIDANG THAI DODEE PAIDANG THAI B MELBOURNE VI,dodee paidang thai,X,0.0,DODEE PAIDANG THAI ,0.972972972972973,X,0.0,X,0.0,extracted,DODEE PAIDANG THAI ,0.972972972972973
DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,X,X,X,X,DOMINION PARENTING NORFOLK VA 0033IN00002 WWW.PARENTHOOD.COM,bay area parent,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
DRCHRONO 16507725024 CA DRCHRONO 16507725024 CA Ref5542950ABJJ Crd6153 Dt11/27,DRCHRONO 16507725024DRCHRONO 165077250245542950ABJJ 6153 Dt11/27,X,DRCHRONO 16507725024 CA DRCHRONO 16507725024 CA ABJJ,X,DRCHRONO 16507725024DRCHRONO 16507725024ABJJ,dr chrono,X,0.0,X,0.0,DRCHRONO,0.9411764705882353,X,0.0,X,DRCHRONO,0.9411764705882353
DUC LOI SUPERMARKET SAN FRANCIS 10156320171 4155511772,DUC LOI SUPERMARKET10156320171 4155511772,DUC LOI SUPERMARKET SAN FRANCIS,X,X,DUC LOI SUPERMARKET SAN FRANCIS,duc loi supermarket,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024 CA Ref5542950ADJH Crd0653 Dt11/28,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 87785040245542950ADJH 0653 Dt11/28,X,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024 CA ADJH,X,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024ADJH,the creamery,X,0.0,EAT24 *THE CREAMERY ,0.75,X,0.0,X,0.0,X,EAT24 *THE CREAMERY ,0.75
EB AI FRONTIERS EB AI FRONTIERS CONFE 8014137200 CA Ref55429509KLR Crd0653 Dt11/02,EB AI FRONTIERS EB AI FRONTIERS CONFE 801413720055429509KLR 0653 Dt11/02,EB AI FRONTIERS EB AI FRONTIERS,EB AI FRONTIERS EB AI FRONTIERS CONFE 8014137200 CA KLR,X,EB AI FRONTIERS EB AI FRONTIERS,ai frontiers conference,X,0.0,EB AI FRONTIERS ,0.6666666666666666,X,0.0,X,0.0,extracted,EB AI FRONTIERS ,0.6666666666666666
EDS LOBSTER BAR 6500NEW YORK NY 10156320171 2123433236,EDS LOBSTER BAR 6500NEW YORK10156320171 2123433236,EDS LOBS,X,X,EDS LOBS,"""ed's lobster bar""",X,0.0,X,0.0,EDS LOBS,0.6153846153846154,X,0.0,extracted,EDS LOBS,0.6153846153846154
EE TOP UP EE TOP UP VESTA 08081686076 IE Ref1542595AB00 Crd9449 Dt11/25,EE TOP UP EE TOP UP VESTA 08081686076 IE 1542595AB00 9449 Dt11/25,EE TOP UP EE TOP UP VES,EE TOP UP EE TOP UP VESTA 08081686076 IE AB00,X,EE TOP UP EE TOP UP VES,ee limited,X,0.0,EE TOP UP ,0.4,X,0.0,X,0.0,extracted,EE TOP UP ,0.4
ENNEAGRAM RHETI,pass,ENNEAGRAM RHETI,X,X,ENNEAGRAM RHETI,the enneagram institute,X,0.0,X,0.0,ENNEAGRAM RHETI,0.631578947368421,X,0.0,extracted,ENNEAGRAM RHETI,0.631578947368421
ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,X,ENTERPRISE RENT-A-CASAN FRANCIS,X,X,ENTERPRISE RENT-A-CASAN FRANCIS,enterprise rent-a-car,X,0.0,X,0.0,ENTERPRISE RENT-A-CASAN FRANCIS,0.8076923076923077,X,0.0,extracted,ENTERPRISE RENT-A-CASAN FRANCIS,0.8076923076923077
ENVATO            613-837-6628 U POS Debit,ENVATO 613-837-6628 U POS ,ENVATO            613-837-6628 U POS Debit,X,X,ENVATO 613-837-6628 U POS ,envato,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
EURONET PAY & EURONET PAY & TRANSACT MILANO IT Ref55256109R2Y Crd9449 Dt11/08,EURONET PAY & EURONET PAY & TRANSACT MILANO IT 55256109R2Y 9449 Dt11/08,EURONET PAY & EURONET PAY & TRANS,EURONET PAY & EURONET PAY & TRANSACT MILANO IT R2Y,X,EURONET PAY & EURONET PAY & TRANSACT MILANO IT,euronet,X,0.0,EURONET PAY & ,0.6666666666666666,X,0.0,X,0.0,X,EURONET PAY & ,0.6666666666666666
"EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref55429509TJH Crd9960 Dt11/09","EXO, INC. 8443967768 EXO, INC. 844396776855429509TJH 9960 Dt11/09",X,"EXO, INC. 8443967768 EXO, INC. 8443967768 NY TJH",X,"EXO, INC. 8443967768 EXO, INC. 8443967768TJH",exo inc,X,0.25,"EXO, INC. ",0.8235294117647058,X,0.25,"EXO,",0.5454545454545454,extracted,"EXO,",0.5454545454545454
"EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref5542950ADJH Crd9960 Dt11/29","EXO, INC. 8443967768 EXO, INC. 84439677685542950ADJH 9960 Dt11/29",X,"EXO, INC. 8443967768 EXO, INC. 8443967768 NY ADJH",X,"EXO, INC. 8443967768 EXO, INC. 8443967768ADJH",exo inc,X,0.25,"EXO, INC. ",0.8235294117647058,X,0.25,"EXO,",0.5454545454545454,extracted,"EXO,",0.5454545454545454
FARM AT THE CARNEROSNAPA CA 0000059004 0000059004 94559,FARM AT THE CARNEROSNAPA0000059004 0000059004 94559,FARM AT THE CARNEROS,X,X,FARM AT THE CARNEROS,farm at carneros,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref55432869N5S Crd0653 Dt11/06,FARM FRESH TO FARM FRESH TO YOU 800-796-600955432869N5S 0653 Dt11/06,FARM FRESH TO FARM FRES S  06,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA N5S,X,FARM FRESH TO FARM FRESH TO YOU 800-796-6009N5S,farm fresh to you,X,0.0,FARM FRESH TO ,0.9032258064516129,X,0.0,X,0.0,X,FARM FRESH TO ,0.9032258064516129
FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref5543286A45S Crd0653 Dt11/20,FARM FRESH TO FARM FRESH TO YOU 800-796-60095543286A45S 0653 Dt11/20,FARM FRESH TO FARM FRES S  20,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA A45S,X,FARM FRESH TO FARM FRESH TO YOU 800-796-6009S,farm fresh to you,X,0.0,FARM FRESH TO ,0.9032258064516129,X,0.0,X,0.0,extracted,FARM FRESH TO ,0.9032258064516129
FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI Ref0554400A802 Crd3846 Dt11/24,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI 0554400A802 3846 Dt11/24,FATHERS OFFICE MELBOURNE FATHERS,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI A802,X,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI,"""father's office""",X,0.0,FATHERS OFFICE MELBOURNE ,0.6666666666666666,X,0.0,X,0.0,extracted,FATHERS OFFICE MELBOURNE ,0.6666666666666666
FLORATASSE IAT PAYPAL FLORATASSE IAT PAYPAL AI GRANT,FLORATASSE IAT FLORATASSE IAT AI GRANT,FLORATASSE IAT PAYPAL FLORATASSE IAT PAYPAL AI GRANT,X,X,FLORATASSE IAT FLORATASSE IAT AI GRANT,grant funds,X,0.0,FLORATASSE IAT ,0.3076923076923077,X,0.0,X,0.0,extracted,FLORATASSE IAT ,0.3076923076923077
FormSite,pass,FormSite,X,X,FormSite,formsite,X,0.0,X,0.0,FormSite,1.0,X,0.0,extracted,FormSite,1.0
FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,X,X,X,X,FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,forumcomm,X,0.0,FORUM COMM CO ,0.782608695652174,X,0.0,FORUM COMM,0.9473684210526315,extracted,FORUM COMM,0.9473684210526315
FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,X,sfer,FROM DDA#80003815768 ON AT 14.49 Internet Transfer,Rm,X,first republic transfer,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,X,sfer,FROM DDA#80003815768 ON AT 14.12 Internet Transfer,Rm,X,first republic transfer,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
FUDDRUCKERS 7423,pass,FUDDRUCKERS 7423,X,X,FUDDRUCKERS 7423,fuddruckers,X,0.0,X,0.0,FUDDRUCKERS,1.0,X,0.0,X,FUDDRUCKERS,1.0
GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS Ref0554400A502 Crd3846 Dt11/21,GELATISSIMO CQGELATISSIMO CQNS 0554400A502 3846 Dt11/21,GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS,GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS A502,X,GELATISSIMO CQGELATISSIMO CQNS,gelatissimo,X,0.0,X,0.0,GELATISSIMO CQGELATISSIMO CQNS,0.5365853658536586,X,0.0,extracted,GELATISSIMO CQGELATISSIMO CQNS,0.5365853658536586
GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 4155780595 NY Ref55429509LLW Crd0653 Dt11/03,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 415578059555429509LLW 0653 Dt11/03,GENERAL ASS SS,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 4155780595 NY LLW,X,GENERAL ASS SS,general assembly,X,0.0,X,0.0,GENERAL ASS SS,0.7333333333333333,X,0.0,extracted,GENERAL ASS SS,0.7333333333333333
GREEN STAR/CLEANIFY 8664546243 C A            11/23,GREEN STAR/CLEANIFY 8664546243 C A 11/23,GREEN S,GREEN STAR/CLEANIFY 8664546243 C A,X,GREEN S,cleanify,X,0.0,X,0.0,GREEN S,0.26666666666666666,X,0.0,extracted,GREEN S,0.26666666666666666
GUST EQUITY MANAGEMENT 8778877815 NY,X,GUS,X,X,GUS,gust equity management,X,0.0,X,0.0,GUS,0.24,X,0.0,extracted,GUS,0.24
GUSTO -HPT 175624 ACH Debit,GUSTO -HPT 175624 ACH ,GUS,X,X,GUS,gusto transfer,X,0.0,X,0.0,GUS,0.35294117647058826,X,0.0,extracted,GUS,0.35294117647058826
GUSTO -TLR 170366 ACH Credit,GUSTO -TLR 170366 ACH ,GUS,X,X,GUS,gusto,X,0.0,X,0.0,GUS,0.75,X,0.0,extracted,GUS,0.75
HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN AND NEW YORK NY Ref55421359HQJ Crd3846 Dt11/01,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN ANDNY 55421359HQJ 3846 Dt11/01,X,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN AND NEW YORK NY HQJ,X,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN ANDNY HQJ,handcraft kitchen & cocktails,X,0.0,HANDCRAFT KITCHEN ,0.7659574468085106,X,0.0,X,0.0,extracted,HANDCRAFT KITCHEN ,0.7659574468085106
HARD ROCK VEGAS STRIP    LAS VEGAS    NV,HARD ROCK VEGAS STRIP NV,HARD ROCK VEGAS STRIP    LAS VEGAS    NV,X,X,HARD ROCK VEGAS STRIP NV,hard rock hotel,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCISCO CA Ref0531461A68P Crd9945 Dt11/21,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KICA 0531461A68P 9945 Dt11/21,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCIS,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCISCO CA A68P,X,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KICA,hazel southern bar & kitchen,X,0.0,HAZEL SOUTHERN BAR ,0.8085106382978723,X,0.0,X,0.0,X,HAZEL SOUTHERN BAR ,0.8085106382978723
HEALTH NET DES:HEALTHNE20 ID:DBK,X,HEALTH NET DES ID:DBK,X,X,HEALTH NET DES ID:DBK,healthnet,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
"HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK, NY 10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW","HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK,10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW",HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; S SING EXCHANGE INC.; ORG ADDRESS:=104 WEST S SS:=C/O SPARK  FLOORNEW,X,X,HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; S SING EXCHANGE INC.; ORG ADDRESS:=104 WEST S SS:=C/O SPARK FLOORNEW,hexagram,X,0.2222222222222222,EXCHANGE S ,0.42105263157894735,X,0.2222222222222222,X,0.2222222222222222,X,EXCHANGE S ,0.42105263157894735
HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA Ref5543286A55V Crd8856 Dt11/21,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA 5543286A55V 8856 Dt11/21,HIS*HISCOX INC 888-202-3007 HIS*HIS,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA A55V,X,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA,hiscox inc,X,0.18181818181818182,HIS*HISCOX INC 888-202-3007 ,0.5263157894736842,X,0.18181818181818182,HIS*HISCOX,0.6,extracted,HIS*HISCOX,0.6
HNDISCOVER ST772,pass,HNDISCOVER,X,X,HNDISCOVER,hudson news,X,0.0,X,0.0,HNDISCOVER,0.47619047619047616,X,0.0,extracted,HNDISCOVER,0.47619047619047616
HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCISCO CA Ref25536069W2Y Crd3846 Dt11/10,HOTEL UTAH SALOON HOTEL UTAH SALOONCA 25536069W2Y 3846 Dt11/10,HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCIS,HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCISCO CA W2Y,X,HOTEL UTAH SALOON HOTEL UTAH SALOONCA,hotel utah saloon,X,0.0,HOTEL UTAH ,0.7857142857142857,X,0.0,X,0.0,extracted,HOTEL UTAH ,0.7857142857142857
HUDSONST1712 1712 JAMAICA NY 0014435 BOOK STORE,HUDSONST1712 1712NY 0014435 BOOK STORE,STORE,X,X,STORE,hudson news,X,0.0,X,0.0,STORE,0.375,X,0.0,extracted,STORE,0.375
IEEE CB CONFERENCE,pass,IEEE CB CONFERENCE,X,X,IEEE CB CONFERENCE,ieee cb conference,X,0.0,X,0.0,IEEE CB CONFERENCE,1.0,X,0.0,extracted,IEEE CB CONFERENCE,1.0
Interest Charge on Promotional,X,Interest Charge on Promotional,X,X,Interest Charge on Promotional,american express,X,0.11764705882352941,X,0.11764705882352941,X,0.11764705882352941,X,0.11764705882352941,extracted,X,0.11764705882352941
INV 10753 COSTELLO AND SONS Miscellaneous Debit,INV 10753 COSTELLO AND SONS Miscellaneous ,STELLO AND SONS Miscellaneous Debit,X,X,STELLO AND SONS Miscellaneous ,costello & sons,X,0.0,X,0.0,X,0.0,X,0.0,X,X,0.0
"INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain, Inc.",X,INVISIONAPP INC ACH INVIS,X,X,INVISIONAPP INC ACH INVIS,invision,X,0.0,X,0.0,X,0.0,INVISIONAPP,0.8421052631578947,X,INVISIONAPP,0.8421052631578947
ITAY HUBARA IAT ITAY HUBARA IAT PAYPAL AI GRANT,ITAY HUBARA IAT ITAY HUBARA IAT AI GRANT,ITAY HUBARA IAT ITAY HUBARA IAT PAYPAL AI GRANT,X,X,ITAY HUBARA IAT ITAY HUBARA IAT AI GRANT,grant funds,X,0.0,ITAY HUBARA IAT ,0.2962962962962963,X,0.0,X,0.0,extracted,ITAY HUBARA IAT ,0.2962962962962963
JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA Ref5542950ADJH Crd6153 Dt11/29,JAANUU.COM 8444522688JAANUU.COM 84445226885542950ADJH 6153 Dt11/29,X,JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA ADJH,X,JAANUU.COM 8444522688JAANUU.COM 8444522688ADJH,jaanuu,X,0.0,X,0.0,JAANUU.COM,0.75,X,0.0,extracted,JAANUU.COM,0.75
JFK STREET FOOD,pass,JFK STREET FOOD,X,X,JFK STREET FOOD,jfk street food,X,0.0,X,0.0,JFK STREET FOOD,1.0,X,0.0,extracted,JFK STREET FOOD,1.0
JOEYTHECAT.COM SAN FRANCISCO CA OPSNT_BRLNN 5034907423,JOEYTHECAT.COMCA OPSNT_BRLNN 5034907423,JOEYTHECAT.COM SAN FRANCISCO CA OPS,X,X,JOEYTHECAT.COMCA OPS,joey the cat skeeball,X,0.0,X,0.0,JOEYTHECAT.COMCA OPS,0.5853658536585366,X,0.0,extracted,JOEYTHECAT.COMCA OPS,0.5853658536585366
KESSLER WINES & SPIRIT   NEW YORK     NY,KESSLER WINES & SPIRIT NY,KESSLER WINES & SPIRIT   NEW YORK     NY,X,X,KESSLER WINES & SPIRIT NY,kessler wines and spirits,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
Khe-Yo,pass,Khe-Yo,X,X,Khe-Yo,khe-yo,X,0.0,X,0.0,Khe-Yo,1.0,X,0.0,X,Khe-Yo,1.0
KIDDO 415-3897789 CA,pass,X,X,X,KIDDO 415-3897789 CA,kiddo,X,0.0,X,0.0,KIDDO  CA,0.7142857142857143,X,0.0,extracted,KIDDO  CA,0.7142857142857143
KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS Ref7523090A300 Crd3846 Dt11/19,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKTNS 7523090A300 3846 Dt11/19,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS A300,X,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKTNS,kings wharf supermarket,X,0.0,KINGS WHARF ,0.6857142857142857,X,0.0,X,0.0,extracted,KINGS WHARF ,0.6857142857142857
KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,X,KL *WINE MERCHANTS-SSAN FRANCIS SAN FRANCISCO,X,X,KL *WINE MERCHANTS-SSAN FRANCIS SAN FRANCISCO,k&l wine merchants,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
KOGI GOGI SAN KOGI GOGI SAN FRANCISCO CA Ref85180899KWG Crd9945 Dt11/02,KOGI GOGI SAN KOGI GOGICA 85180899KWG 9945 Dt11/02,KOGI GOGI SAN KOGI GOGI SAN FRANCIS,KOGI GOGI SAN KOGI GOGI SAN FRANCISCO CA KWG,X,KOGI GOGI SAN KOGI GOGICA KWG,kogi gogi bbq,X,0.0,KOGI ,0.5555555555555556,X,0.0,X,0.0,X,KOGI ,0.5555555555555556
"LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES, CA 90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO, CA 94107; REC FI:=SIL VLY BK","LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; SENDER ID:=121000248; ORG:=LACOMOTION LLC; ORG ADDRESS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES,90021-1239 ; BNF ID:=3302022106; BNF NAME:=BRAAVOS, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCISCO,94107; REC FI:=SIL VLY BK","LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; S SS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES S, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCIS SIL VLY BK",X,X,"LACOMOTION LLC SENDER BNK:=WELLS FARGO NA; S SS:=1855 INDUSTRIAL ST STE 106 LOS ANGELES S, INC; BNF ADDRESS:=292 TOWNSEND STSAN FRANCIS SIL VLY BK",la comotion,X,0.0,X,0.0,X,0.0,LACOMOTION,0.9523809523809523,extracted,LACOMOTION,0.9523809523809523
LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,X,X,X,X,LARP THAI FOOD & TAPEL CERRITO 33110184 510-326-9851,larb thai food & tapas,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
"LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER REF:=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO, CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO,94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; S S S, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER FRANCIS S LLP; BNF ADDRESS:","LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; SENDER :=20173110149800; ORG ID:=3302168751; ORG:=RELAY LABS, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER 200SAN FRANCISCO, CA 94110; BNF ID:=3911-7003; BNF NAME:=LATHAM AND WATKINS LLP; BNF ADDRESS:",X,"LATHAM AND WATKINS LLP SENDER BNK:=SIL VLY BK SCLA; S S S, INC.; ORG ADDRESS:=2419 HARRISON STREETNUMBER FRANCIS S LLP; BNF ADDRESS:",latham & watkins llp,X,0.0,S S ,0.16666666666666666,X,0.0,X,0.0,X,S S ,0.16666666666666666
LEAVESANDFLOWERS.CO,pass,LEAVESANDFLOWERS.CO,X,X,LEAVESANDFLOWERS.CO,leaves and flowers,X,0.0,X,0.0,LEAVESANDFLOWERS.CO,0.8648648648648649,X,0.0,extracted,LEAVESANDFLOWERS.CO,0.8648648648648649
LEGACY NOLA 2 LLC,X,LEGACY NOLA 2 LLC,X,X,LEGACY NOLA 2 LLC,legacy nola,X,0.0,X,0.0,X,0.0,X,0.0,extracted,X,0.0
LETTERMAN DIGITAL,pass,LETTERMAN DIGITAL,X,X,LETTERMAN DIGITAL,letterman digital,X,0.0,X,0.0,LETTERMAN DIGITAL,1.0,X,0.0,X,LETTERMAN DIGITAL,1.0
LIGHTBULBSCOM,pass,LIGHTBULBSCOM,X,X,LIGHTBULBSCOM,lightbulbs.com,X,0.0,X,0.0,LIGHTBULBSCOM,0.9629629629629629,X,0.0,extracted,LIGHTBULBSCOM,0.9629629629629629
LIGHTHOUSE,pass,LIGHTHOUSE,X,X,LIGHTHOUSE,lighthouse,X,0.0,X,0.0,LIGHTHOUSE,1.0,X,0.0,extracted,LIGHTHOUSE,1.0
LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES CA Ref5531020AALA Crd3846 Dt11/25,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES5531020AALA 3846 Dt11/25,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELES CA AALA,X,LOS ANGELES AIRPORT LOS ANGELES AIRPORT LOS ANGELESAALA,los angeles airport,X,0.0,LOS ANGELES AIRPORT LOS ,0.8837209302325582,X,0.0,X,0.0,extracted,LOS ANGELES AIRPORT LOS ,0.8837209302325582
MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A5PF Crd3846 Dt11/21,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A5PF 3846 Dt11/21,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU A5PF,X,MAC CENTRE PTY MAC CENTRE PTY LTDAU,mac centre,X,0.0,MAC CENTRE PTY ,0.8,X,0.0,X,0.0,extracted,MAC CENTRE PTY ,0.8
MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU Ref6535310A6PF Crd3846 Dt11/22,MAC CENTRE PTY MAC CENTRE PTY LTDAU 6535310A6PF 3846 Dt11/22,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS,MAC CENTRE PTY MAC CENTRE PTY LTD SURRY HILLS AU A6PF,X,MAC CENTRE PTY MAC CENTRE PTY LTDAU,mac centre,X,0.0,MAC CENTRE PTY ,0.8,X,0.0,X,0.0,extracted,MAC CENTRE PTY ,0.8
